Nyckel;Miltal;MY;Kaross;Drift;Märke;Modell;Pris;Dragkrok;Batteristorlek
444;2804;2021;SUV;2;Skoda;Enyaq;329800;1;60
445;946;2024;SUV;4;Tesla;Model Y;498800;1;75
446;7300;2021;SUV;2;BMW;iX3;418800;0;74
447;3968;2023;Sedan;4;Tesla;Model S;839000;1;98
448;15200;2022;Halvkombi;2;Volkswagen;ID.3;189900;0;58
449;7000;2021;Halvkombi;2;Nissan;Leaf;209900;0;59
450;11800;2019;Sedan;4;Tesla;Model 3;234700;0;74
451;690;2022;Halvkombi;2;Nissan;Leaf;249800;0;40
452;7950;2021;SUV;2;BMW;iX3;439900;1;74
453;0;2025;Kombi;4;BMW;i5;847600;1;81
454;0;2025;Kombi;4;BMW;i5;998400;1;81
455;8348;2021;SUV;4;Tesla;Model Y;349800;1;75
456;9185;2018;Halvkombi;2;Nissan;Leaf;159800;0;40
457;2352;2021;Halvkombi;2;Mazda;MX-30;199900;0;30
458;3646;2021;Halvkombi;2;Mazda;MX-30;174900;0;30
459;12404;2022;SUV;4;Kia;EV6;399900;0;77
460;9665;2022;Halvkombi;2;Nissan;Leaf;179900;0;59
461;4254;2022;SUV;2;Ford;Mustang;359900;0;75
462;3400;2021;SUV;2;MG;ZS;279900;0;70
463;600;2023;Yrkesfordon;2;Ford;E-Transit;499875;0;67
464;6900;2022;SUV;4;Tesla;Model Y;449000;0;75
465;5226;2020;Sedan;2;Hyundai;Ioniq;208500;0;38
466;7800;2022;SUV;4;Tesla;Model Y;349900;0;75
467;3500;2024;SUV;4;Audi;Q8;799900;1;106
468;2269;2023;SUV;4;Skoda;Enyaq;479900;0;82
469;9330;2019;SUV;4;Tesla;Model X;549700;1;98
470;5532;2021;Halvkombi;2;Volkswagen;ID.3;239500;0;58
471;18200;2014;Sedan;2;Tesla;Model S;239900;0;81
472;1403;2023;Halvkombi;2;Nissan;Leaf;198800;0;40
473;3189;2021;SUV;4;Ford;Mustang;409900;0;91
474;2000;2023;SUV;4;Ford;Mustang;599900;0;91
475;1;2024;SUV;2;Ford;Capri;499900;0;77
476;5176;2021;SUV;4;Ford;Mustang;359900;0;75
477;5600;2021;SUV;4;Ford;Mustang;349900;0;75
478;1037;2024;Halvkombi;2;Volvo;EX30;359900;0;49
479;7000;2023;Sedan;4;BMW;i4;588800;1;81
480;950;2025;Sedan;2;BMW;i4;719800;1;81
481;5692;2022;Halvkombi;2;Mini;Cooper;179500;0;29
482;8900;2021;SUV;4;Tesla;Model Y;310000;0;75
483;1415;2024;Sedan;4;Porsche;Taycan;895000;0;84
484;830;2024;SUV;4;Porsche;Macan;995000;0;95
485;5610;2022;Sedan;4;Porsche;Taycan;755000;0;84
486;6610;2019;Halvkombi;2;BMW;i3;179800;0;42
487;5080;2021;Yrkesfordon;2;Renault;Kangoo;104500;0;33
488;4202;2023;Sedan;2;Polestar;2;369900;0;78
489;4436;2023;Sedan;2;Polestar;2;369900;0;78
490;2751;2023;Sedan;2;Polestar;2;369900;0;78
491;5430;2022;Sedan;4;Polestar;2;364900;0;78
492;5230;2022;Sedan;4;Polestar;2;399900;1;78
493;5500;2023;SUV;4;Tesla;Model X;935000;1;95
494;1408;2024;Sedan;2;Polestar;2;469900;0;78
495;2597;2022;SUV;4;Tesla;Model Y;414800;1;75
496;4069;2024;SUV;4;Tesla;Model Y;459800;1;75
497;10239;2020;Sedan;4;Tesla;Model 3;279900;0;74
498;1685;2022;SUV;4;Tesla;Model Y;484900;0;75
499;18825;2015;Sedan;2;Tesla;Model S;254900;0;67
500;6064;2022;SUV;4;Tesla;Model Y;429500;1;75
501;10243;2020;Sedan;2;Tesla;Model 3;227900;0;55
502;4290;2021;Halvkombi;2;Nissan;Leaf;239900;1;59
503;5276;2021;Sedan;2;Tesla;Model 3;299900;0;55
504;11061;2017;Sedan;4;Tesla;Model S;388900;0;95
505;0;2023;Kombi;2;MG;MG5;299900;0;61
506;0;2024;Kombi;2;MG;MG5;299900;0;61
507;8765;2023;SUV;4;Tesla;Model Y;404900;1;75
508;8900;2022;SUV;2;Hyundai;Ioniq 5;319000;1;72
509;3050;2023;SUV;2;Volkswagen;ID.4;369900;0;77
510;3248;2022;SUV;2;Skoda;Enyaq;374900;0;80
511;0;2024;SUV;2;Hyundai;Kona;537400;0;65
512;2230;2021;Yrkesfordon;2;Renault;Kangoo;114500;0;33
513;419;2024;SUV;4;Mercedes-Benz;EQB;528900;0;67
514;5502;2021;Halvkombi;2;Renault;Zoe;144800;0;52
515;5418;2022;Halvkombi;2;Volkswagen;ID.3;228900;0;58
516;2735;2024;SUV;2;Volvo;XC40;439400;1;79
517;2240;2023;SUV;2;Volvo;C40;364900;0;79
518;3565;2024;Halvkombi;4;Volvo;EX30;409900;1;64
519;1991;2023;SUV;2;Mercedes-Benz;EQA;378900;0;70
520;9416;2022;SUV;2;Volvo;XC40;329900;0;67
521;4599;2020;Halvkombi;2;Renault;Zoe;169900;0;52
522;3667;2024;SUV;2;Volvo;XC40;429900;0;79
523;4501;2024;SUV;4;Volvo;XC40;499900;1;79
524;3416;2024;SUV;2;Volvo;XC40;449900;1;79
525;1702;2024;Halvkombi;2;Volvo;EX30;349900;0;49
526;332;2025;Halvkombi;4;Volvo;EX30;479900;0;64
527;1411;2024;Halvkombi;2;Volvo;EX30;349900;0;49
528;1;2025;SUV;4;Volvo;EC40;589900;0;79
529;1709;2024;SUV;2;Volvo;XC40;499900;1;79
530;588;2025;Halvkombi;4;Volvo;EX30;469900;0;64
531;826;2025;SUV;4;Volvo;EX40;579900;1;79
532;2550;2023;SUV;4;Volvo;C40;444900;0;79
533;8730;2023;SUV;4;Volvo;C40;409900;1;79
534;1312;2025;SUV;4;Volvo;EX40;559900;1;79
535;1740;2024;Halvkombi;2;Volvo;EX30;349900;0;49
536;2595;2023;Sedan;4;Tesla;Model S;775000;1;98
537;7944;2020;Yrkesfordon;2;Renault;Kangoo;87800;0;33
538;5783;2020;Yrkesfordon;2;Renault;Kangoo;108800;0;33
539;0;2025;SUV;4;BMW;iX1;638100;1;65
540;0;2026;Coupé;4;Skoda;Enyaq;619900;1;82
541;5993;2023;SUV;2;Skoda;Enyaq;459900;0;80
542;3125;2023;SUV;2;Skoda;Enyaq;464900;0;80
543;2700;2024;SUV;4;Skoda;Enyaq;539000;1;80
544;4500;2021;Halvkombi;2;Mini;Cooper;259000;0;29
545;5554;2021;Halvkombi;2;Citroën;e-C4;195000;0;50
546;1334;2025;SUV;2;Volvo;EC40;589900;1;79
547;4123;2022;SUV;4;Volvo;C40;419400;1;79
548;3323;2024;SUV;4;Volvo;C40;459900;1;79
549;7323;2023;SUV;4;Volvo;C40;419400;1;79
550;690;2023;Halvkombi;2;Cupra;Born;354000;0;58
551;800;2024;Kombi;2;BMW;iX3;594700;0;74
552;800;2024;Kombi;2;BMW;iX3;598700;0;74
553;5699;2023;Halvkombi;2;Cupra;Born;294900;0;58
554;1634;2023;Yrkesfordon;2;Volkswagen;ID.Buzz cargo;489900;1;77
555;1006;2023;Halvkombi;2;Volkswagen;ID.3;329900;0;58
556;1816;2023;SUV;2;Volkswagen;ID.4;389900;0;77
557;3295;2023;SUV;2;Volkswagen;ID.4;379900;1;77
558;5188;2021;Halvkombi;2;Volkswagen;ID.3;269900;0;58
559;4269;2023;SUV;4;Tesla;Model Y;409800;1;75
560;7606;2021;Sedan;4;Tesla;Model 3;309800;1;75
561;4328;2022;SUV;4;Volkswagen;ID.4;419900;0;77
562;265;2021;Yrkesfordon;2;Inzile;4 Pro;75000;0;19
563;6445;2022;Kombi;2;Aiways;U5;250000;1;63
564;3168;2023;SUV;4;Volkswagen;ID.4;409900;1;77
565;872;2024;Halvkombi;2;Volvo;EX30;419900;0;64
566;326;2025;Halvkombi;2;Volvo;EX30;389900;0;64
567;7336;2022;Halvkombi;2;Cupra;Born;259000;0;58
568;4200;2023;SUV;4;Volkswagen;ID.4;399900;0;77
569;5417;2022;SUV;4;Skoda;Enyaq;414900;0;80
570;6263;2022;Halvkombi;2;Cupra;Born;254000;0;58
571;3713;2022;Halvkombi;2;Cupra;Born;274900;0;58
572;1783;2024;SUV;4;Cupra;Tavascan;599900;0;77
573;0;2023;Halvkombi;4;MG;MG4;399900;0;64
574;0;2023;Kombi;2;MG;MG5;299900;0;61
575;0;2023;Kombi;2;MG;MG5;299900;0;61
576;0;2023;SUV;2;MG;ZS;319900;0;70
577;6883;2022;SUV;4;MG;Marvel R;269900;0;70
578;8120;2021;Sedan;4;Porsche;Taycan;849900;0;84
579;10047;2022;Sedan;2;BMW;i4;420000;1;81
580;8500;2023;SUV;4;Kia;EV6;434900;0;77
581;14000;2019;Sedan;4;Tesla;Model S;429000;0;95
582;5600;2022;Sedan;2;Tesla;Model 3;331000;0;60
583;14399;2019;Sedan;4;Tesla;Model S;294800;0;95
584;9937;2022;Sedan;2;Tesla;Model 3;284800;1;60
585;2498;2023;SUV;4;BMW;iX;879800;1;105
586;4558;2022;Sedan;4;Audi;E-tron;679800;0;85
587;3833;2022;SUV;2;Maxus;Euniq 6;279800;1;70
588;6998;2018;Halvkombi;2;Nissan;Leaf;159800;0;40
589;7300;2019;Sedan;4;Tesla;Model 3;289900;0;75
590;10068;2016;Halvkombi;2;Volkswagen;E-golf;129000;0;24
591;4460;2022;Halvkombi;2;Cupra;Born;287900;0;58
592;12974;2023;SUV;4;Volvo;XC40;359900;1;79
593;1015;2023;SUV;4;Skoda;Enyaq;519900;0;82
594;2475;2024;SUV;4;Audi;Q8;749000;1;106
595;4900;2023;SUV;4;Skoda;Enyaq;489900;0;82
596;2200;2023;SUV;4;Volkswagen;ID.4;479900;0;77
597;4338;2011;Småbil;2;Mitsubishi;MiEV;59900;0;18
598;8292;2016;Halvkombi;2;Volkswagen;E-golf;129000;0;24
599;9399;2019;Sedan;2;Tesla;Model 3;219900;0;55
600;221;2024;SUV;2;Kia;Niro;359700;0;65
601;12613;2020;Halvkombi;2;Volkswagen;E-golf;149800;0;35
602;10246;2021;Halvkombi;2;Volkswagen;ID.3;199700;0;58
603;1471;2023;Sedan;4;Tesla;Model 3;399800;0;75
604;5351;2021;SUV;4;Tesla;Model Y;369800;0;75
605;5870;2021;Sedan;4;Tesla;Model 3;309600;1;75
606;11045;2021;Sedan;4;Tesla;Model 3;278900;1;75
607;8501;2022;SUV;4;Tesla;Model Y;349800;0;75
608;3386;2022;Sedan;2;Polestar;2;309000;0;64
609;4272;2022;SUV;2;Volkswagen;ID.4;339000;1;77
610;11354;2023;SUV;2;Tesla;Model Y;339000;1;60
611;2003;2022;Halvkombi;2;Nissan;Leaf;239000;0;59
612;2151;2022;Halvkombi;2;Nissan;Leaf;189000;0;40
613;3947;2022;Halvkombi;2;Nissan;Leaf;234000;0;59
614;2271;2022;Halvkombi;2;Nissan;Leaf;175000;0;40
615;2414;2022;Halvkombi;2;Nissan;Leaf;175000;0;40
616;2080;2022;Halvkombi;2;Nissan;Leaf;229000;0;59
617;3988;2022;Halvkombi;2;Nissan;Leaf;218000;0;59
618;1465;2022;SUV;2;Maxus;Euniq 6;279000;0;70
619;1163;2022;SUV;2;Maxus;Euniq 6;299000;1;70
620;8657;2019;Halvkombi;2;Kia;Soul;129000;0;30
621;2783;2022;Sedan;4;Tesla;Model Y;459900;0;75
622;8772;2023;SUV;4;Tesla;Model Y;419900;1;75
623;586;2024;SUV;2;Renault;Scénic;519000;0;87
624;6477;2023;Sedan;4;Tesla;Model S;764800;0;98
625;615;2023;Sedan;4;Mercedes-Benz;EQE;838900;0;91
626;11578;2022;SUV;4;Volkswagen;ID.4;359500;1;77
627;5009;2023;Coupé;2;Volkswagen;ID.5;439800;1;77
628;6756;2021;Halvkombi;2;Volkswagen;ID.3;249500;0;58
629;7671;2021;SUV;2;Kia;e-Niro;225000;0;64
630;9597;2022;Sedan;2;Tesla;Model 3;269000;1;60
631;9132;2022;SUV;4;Volkswagen;ID.4;319000;1;77
632;5023;2022;Sedan;2;Polestar;2;299000;1;64
633;5560;2022;SUV;4;Volvo;XC40;399000;1;79
634;4449;2022;SUV;4;Tesla;Model Y;379000;0;75
635;4355;2022;Sedan;2;Polestar;2;299000;0;64
636;8659;2022;SUV;2;Volkswagen;ID.4;279000;1;77
637;3124;2024;SUV;2;Volvo;XC40;449900;0;79
638;450;2025;SUV;4;Volvo;EC40;609600;1;79
639;1082;2025;SUV;2;Volvo;EX40;524500;1;79
640;4043;2024;SUV;2;Volvo;XC40;479900;1;79
641;1078;2024;Halvkombi;2;Volvo;EX30;384900;0;64
642;4126;2023;SUV;4;Volvo;XC40;459900;1;79
643;7600;2022;SUV;2;Volvo;XC40;319900;1;67
644;1429;2024;SUV;4;Skoda;Enyaq;579900;1;82
645;10177;2016;Halvkombi;2;Volkswagen;E-golf;90000;0;24
646;10270;2021;SUV;2;Mercedes-Benz;EQA;338900;0;70
647;5798;2021;SUV;2;Kia;e-Niro;249900;0;64
648;4532;2021;Halvkombi;2;Renault;Zoe;134900;0;52
649;6955;2019;Halvkombi;2;Nissan;Leaf;169000;1;40
650;7145;2022;SUV;4;Tesla;Model Y;399800;0;75
651;8000;2014;Småbil;2;Volkswagen;e-UP;75000;0;19
652;726;2024;SUV;2;Mercedes-Benz;EQB;499000;0;71
653;2045;2024;Halvkombi;2;Cupra;Born;314900;0;58
654;240;2025;SUV;2;Volvo;EC40;499000;0;79
655;1294;2024;SUV;2;Volvo;XC40;464400;1;79
656;5368;2022;SUV;2;Volvo;XC40;359000;0;67
657;3696;2022;Sedan;2;Polestar;2;319900;0;64
658;9342;2021;SUV;4;Volvo;XC40;349900;1;79
659;4468;2021;SUV;2;Lexus;UX;289000;0;45
660;2400;2022;Yrkesfordon;2;Peugeot;e-Partner;249900;1;50
661;9368;2020;SUV;4;Audi;E-tron;279000;1;65
662;8389;2022;SUV;4;Audi;E-tron;449000;1;87
663;0;2025;Familjebuss;4;Kia;EV9;897900;0;100
664;0;2025;Familjebuss;4;Kia;EV9;877900;0;100
665;0;2025;Familjebuss;4;Kia;EV9;897900;0;100
666;0;2025;Familjebuss;4;Kia;EV9;877900;0;100
667;0;2025;Familjebuss;4;Kia;EV9;877900;0;100
668;0;2025;Familjebuss;4;Kia;EV9;877900;0;100
669;0;2025;Familjebuss;4;Kia;EV9;897900;0;100
670;0;2025;Familjebuss;4;Kia;EV9;877900;0;100
671;0;2025;Familjebuss;4;Kia;EV9;877900;0;100
672;6073;2022;Sedan;4;Audi;E-tron;599000;0;85
673;5198;2022;SUV;2;MG;ZS;244900;0;70
674;8947;2021;Sedan;4;Tesla;Model 3;299900;1;75
675;8697;2019;SUV;2;Kia;e-Niro;249800;0;64
676;15000;2019;Sedan;4;Tesla;Model 3;209900;0;74
677;3228;2023;SUV;4;Tesla;Model Y;439900;0;75
678;9883;2018;Halvkombi;2;BMW;i3;189900;0;33
679;4180;2022;SUV;4;Skoda;Enyaq;379000;1;80
680;0;2025;SUV;4;BMW;iX2;619500;0;65
681;2000;2024;Familjebuss;2;Volkswagen;ID.Buzz;599000;1;77
682;3223;2022;SUV;2;Hyundai;Kona;249900;0;64
683;5200;2022;SUV;2;Hyundai;Ioniq 5;359900;0;72
684;3999;2023;Sedan;4;Hyundai;Ioniq 6;449900;0;77
685;1;2024;SUV;2;Volvo;C40;529900;0;79
686;0;2024;SUV;2;Volvo;C40;479900;0;79
687;0;2025;Halvkombi;2;Volvo;EX30;495000;0;64
688;0;2025;Halvkombi;2;Volvo;EX30;497000;0;64
689;4926;2022;SUV;2;Volvo;XC40;349900;0;67
690;4439;2022;SUV;4;Volvo;C40;389900;0;79
691;3209;2023;SUV;2;Volvo;C40;369900;0;79
692;5308;2022;SUV;4;Volvo;XC40;379900;0;79
693;5479;2019;SUV;4;Jaguar;I-Pace;349900;0;90
694;2696;2023;SUV;2;Volvo;C40;349900;0;79
695;2370;2024;SUV;2;Volvo;C40;439900;0;79
696;2000;2023;Halvkombi;2;Mini;Cooper;229900;0;29
697;816;2024;Halvkombi;2;Volvo;EX30;359900;0;64
698;0;2025;Halvkombi;2;Volvo;EX30;504000;0;64
699;3;2025;SUV;4;Volvo;EX90;1130000;1;107
700;0;2025;SUV;2;Volvo;EC40;569900;0;79
701;818;2022;SUV;2;MG;Marvel R;279900;0;70
702;3086;2022;SUV;2;MG;ZS;249900;0;70
703;1124;2022;Kombi;2;MG;MG5;229900;1;61
704;1066;2024;Halvkombi;2;Cupra;Born;324900;0;58
705;1621;2022;Kombi;2;MG;MG5;229900;0;61
706;2176;2022;Kombi;2;MG;MG5;219900;0;61
707;486;2022;Kombi;2;MG;MG5;249900;0;61
708;7050;2019;SUV;2;Kia;e-Niro;224900;0;64
709;4325;2022;Halvkombi;2;Renault;Zoe;149900;0;52
710;4855;2021;SUV;2;Kia;e-Niro;269900;0;64
711;0;2025;Halvkombi;2;Citroën;e-C3;297500;0;44
712;0;2025;Halvkombi;4;Volvo;EX30;640000;0;64
713;0;2025;Familjebuss;4;Kia;EV9;837900;0;100
714;2690;2023;SUV;2;Kia;Niro;399900;1;65
715;0;2025;SUV;4;Kia;EV6;710400;0;84
716;6802;2022;SUV;2;Kia;e-Niro;260000;0;64
717;10;2023;Yrkesfordon;2;Opel;Combo-E;374000;0;50
718;422;2024;SUV;2;Toyota;bZ4X;499900;0;71
719;2419;2023;SUV;4;Toyota;bZ4X;419900;0;71
720;10517;2021;SUV;2;Mercedes-Benz;EQA;359900;1;70
721;0;2025;Kombi;2;Audi;A6;719000;0;76
722;1;2023;Yrkesfordon;2;Citroën;e-jumpy;397000;1;75
723;167;2023;Yrkesfordon;2;Nissan;Townstar;318000;1;45
724;0;2024;Yrkesfordon;2;Citroën;e-Berlingo;349000;0;50
725;1310;2024;Sedan;4;Polestar;2;529900;1;78
726;4485;2021;Sedan;4;Tesla;Model 3;339000;0;75
727;0;2024;Yrkesfordon;2;Citroën;e-Berlingo;349000;0;50
728;1605;2024;Sedan;4;Polestar;2;529900;1;78
729;725;2023;Yrkesfordon;2;Citroën;e-jumpy;379000;1;75
730;4270;2022;SUV;4;Tesla;Model Y;379800;0;75
731;9369;2022;Sedan;4;Tesla;Model 3;318900;1;75
732;16406;2020;SUV;2;Hyundai;Kona;189900;0;64
733;6691;2022;Halvkombi;2;Volkswagen;ID.3;248900;0;58
734;1605;2023;Halvkombi;2;Nissan;Leaf;189900;0;40
735;3976;2021;Halvkombi;2;Nissan;Leaf;164900;0;40
736;3500;2022;Familjebuss;2;Citroën;e-Berlingo;289000;0;50
737;4620;2022;Halvkombi;2;Citroën;e-C4;310000;0;50
738;5900;2020;Halvkombi;2;Mazda;MX-30;198900;0;30
739;100;2025;Halvkombi;2;Volvo;EX30;474800;0;64
740;5300;2022;Sedan;2;Polestar;2;309500;0;64
741;3443;2022;SUV;4;Volvo;XC40;418900;0;79
742;6548;2022;SUV;2;Kia;e-Niro;269900;0;64
743;2000;2024;SUV;4;Mercedes-Benz;EQE;890000;1;96
744;3845;2023;SUV;2;Audi;Q4;419000;1;77
745;1550;2024;SUV;4;Toyota;bZ4X;545000;0;71
746;9498;2021;SUV;4;Volvo;XC40;343900;0;79
747;8150;2021;SUV;4;Tesla;Model Y;364000;1;75
748;627;2025;SUV;2;Volvo;EX40;499900;0;79
749;6628;2022;Sedan;4;Polestar;2;369900;1;78
750;5784;2022;Sedan;2;Polestar;2;339900;0;78
751;2133;2024;SUV;2;Volvo;C40;434900;1;79
752;1885;2024;Sedan;4;Polestar;2;524900;0;78
753;2320;2024;Sedan;4;Polestar;2;527900;1;78
754;0;2025;Kombi;4;Volkswagen;ID.7;713500;1;86
755;680;2020;Yrkesfordon;2;Maxus;EV80;219900;0;56
756;355;2019;Yrkesfordon;2;Maxus;EV80;219900;0;56
757;5762;2022;SUV;4;Jaguar;I-Pace;479000;0;90
758;21286;2018;Sedan;4;Tesla;Model S;269000;0;73
759;1;2023;Yrkesfordon;2;Nissan;Townstar;491125;0;45
760;1550;2023;Sedan;4;Hyundai;Ioniq 6;499000;0;77
761;7797;2021;SUV;4;Tesla;Model Y;348900;0;75
762;699;2024;SUV;4;Porsche;Macan;1295000;0;95
763;21985;2014;Sedan;2;Tesla;Model S;219900;0;62
764;3542;2023;Yrkesfordon;2;Volkswagen;ID.Buzz cargo;479000;0;77
765;5622;2022;SUV;4;Tesla;Model Y;429800;1;75
766;2241;2023;SUV;2;Mercedes-Benz;EQA;389000;0;70
767;3528;2021;Sedan;4;Tesla;Model 3;338900;0;75
768;3067;2022;Halvkombi;2;Peugeot;e-208;199900;0;50
769;0;2025;SUV;2;Kia;EV6;595400;0;84
770;0;2025;Halvkombi;2;Kia;EV3;473000;0;81
771;0;2025;Halvkombi;2;Kia;EV3;552000;0;81
772;3580;2022;SUV;2;BYD;Atto 3;279900;0;60
773;1993;2023;Halvkombi;2;MG;MG4;279900;0;51
774;0;2025;Halvkombi;2;Renault;5;409900;0;52
775;13664;2021;Sedan;4;Tesla;Model 3;268800;0;75
776;2400;2022;SUV;2;Kia;e-Niro;289900;0;64
777;8525;2022;SUV;4;Mercedes-Benz;EQB;399000;0;67
778;6397;2023;Sedan;2;Mercedes-Benz;EQE;519900;0;91
779;2903;2021;SUV;4;Ford;Mustang;399900;0;75
780;2400;2023;Sedan;2;Mercedes-Benz;EQE;539000;0;89
781;0;2025;Yrkesfordon;2;Mercedes-Benz;eCitan;537500;1;45
782;5961;2022;SUV;4;Skoda;Enyaq;469000;1;80
783;13510;2022;SUV;2;Skoda;Enyaq;235000;1;62
784;5200;2022;SUV;4;Skoda;Enyaq;369000;0;80
785;4500;2022;SUV;4;Tesla;Model Y;459000;0;75
786;5285;2022;Sedan;2;Polestar;2;309900;0;64
787;8898;2021;SUV;4;Audi;E-tron;405900;0;87
788;7074;2021;SUV;4;Audi;E-tron;489900;0;87
789;9279;2022;SUV;4;Audi;E-tron;389900;0;87
790;5417;2020;SUV;4;Audi;E-tron;469900;0;87
791;8242;2020;SUV;4;Audi;E-tron;379900;0;65
792;319;2024;Halvkombi;4;Audi;Q8;799900;0;106
793;11750;2019;SUV;2;Kia;e-Niro;175000;0;64
794;11339;2022;SUV;2;MG;Marvel R;229800;0;70
795;4891;2023;SUV;4;Volvo;C40;429500;1;79
796;1790;2025;SUV;4;Audi;Q6;954900;0;95
797;1287;2025;SUV;4;Audi;Q6;954900;0;95
798;2152;2024;Halvkombi;4;Audi;Q8;804900;0;106
799;5055;2021;SUV;4;Audi;E-tron;429900;0;87
800;6253;2023;SUV;4;Volvo;C40;389900;1;79
801;5751;2022;SUV;4;Audi;E-tron;489900;0;87
802;10687;2021;SUV;4;Audi;E-tron;379900;0;87
803;2533;2023;SUV;2;Kia;Niro;364900;1;65
804;754;2024;SUV;4;BMW;iX2;499000;1;65
805;4500;2022;SUV;2;Kia;e-Niro;279900;0;64
806;4445;2022;SUV;2;Kia;e-Niro;289900;0;64
807;4400;2022;SUV;2;Kia;e-Niro;279900;0;64
808;5145;2022;SUV;2;Kia;e-Niro;269900;0;64
809;4460;2022;SUV;2;Kia;e-Niro;279900;0;64
810;2585;2023;SUV;2;Kia;Niro;354900;0;65
811;675;2024;SUV;2;Kia;Niro;359900;0;65
812;1305;2023;SUV;2;Kia;Niro;349900;0;65
813;1038;2023;Sedan;4;Polestar;2;579900;0;78
814;3879;2022;Sedan;4;Tesla;Model 3;369000;0;75
815;9678;2021;Sedan;4;Tesla;Model 3;285000;0;75
816;3211;2022;Sedan;2;Tesla;Model 3;319000;0;60
817;993;2024;Halvkombi;2;Volvo;EX30;349900;0;49
818;4540;2022;SUV;4;Volkswagen;ID.4;365000;0;77
819;5247;2022;Sedan;4;Polestar;2;359000;0;78
820;2023;2024;Halvkombi;2;Volvo;EX30;344900;0;49
821;2321;2022;Halvkombi;2;Nissan;Leaf;195000;0;40
822;2867;2022;Halvkombi;2;Nissan;Leaf;189000;0;40
823;2185;2022;Halvkombi;2;Nissan;Leaf;195000;0;40
824;1913;2022;Halvkombi;2;Nissan;Leaf;185000;0;40
825;2231;2022;Halvkombi;2;Nissan;Leaf;205000;0;40
826;3995;2022;Halvkombi;2;Nissan;Leaf;225000;0;59
827;3220;2022;Halvkombi;2;Nissan;Leaf;189000;0;40
828;4680;2021;SUV;2;Kia;e-Niro;279900;0;64
829;1505;2023;SUV;2;Kia;Niro;379900;0;65
830;4605;2022;SUV;2;Kia;e-Niro;299900;0;64
831;10;2026;SUV;4;Skoda;Enyaq;633600;1;82
832;6049;2022;SUV;4;Audi;E-tron;469000;0;87
833;2690;2023;SUV;2;Kia;EV6;459500;0;77
834;2416;2023;SUV;2;Audi;Q4;449000;0;77
835;221;2025;Halvkombi;2;Volvo;EX30;369900;0;49
836;4350;2022;SUV;2;Kia;e-Niro;299900;1;64
837;3193;2023;SUV;4;Volvo;C40;428900;0;79
838;2949;2023;SUV;4;Kia;EV6;509500;0;77
839;2219;2024;SUV;4;Volvo;XC40;484900;1;79
840;600;2024;SUV;4;Audi;Q8;719000;1;106
841;0;2023;SUV;4;Volvo;C40;559900;0;79
842;5048;2021;Halvkombi;2;Kia;e-Soul;189000;0;39
843;649;2014;Mopedbil;2;Renault;Twizy;56125;0;7
844;0;2025;SUV;2;Skoda;Elroq;560500;0;82
845;2325;2024;SUV;4;Kia;EV6;539000;0;77
846;3299;2023;SUV;2;Kia;Niro;359000;0;65
847;3983;2022;SUV;2;Kia;e-Niro;279900;0;64
848;6998;2022;SUV;2;Skoda;Enyaq;348700;1;80
849;0;2025;Familjebuss;4;Kia;EV9;897900;0;100
850;1370;2024;Familjebuss;4;Kia;EV9;784900;0;100
851;4700;2024;SUV;4;Audi;Q8;789000;1;106
852;800;2025;SUV;4;Audi;SQ6;1050000;1;95
853;2988;2022;SUV;2;Kia;e-Niro;289000;0;64
854;4260;2022;SUV;2;Audi;Q4;429900;0;77
855;10;2024;SUV;4;Audi;Q8;949000;1;106
856;2097;2025;SUV;2;Mercedes-Benz;EQA;489000;0;71
857;7476;2022;SUV;2;Kia;e-Niro;289800;0;64
858;3600;2023;Sedan;4;Mercedes-Benz;EQS;1195000;0;118
859;1900;2023;SUV;4;Audi;Q4;559000;1;77
860;4548;2022;SUV;2;Kia;e-Niro;284900;0;64
861;12435;2022;SUV;2;Kia;EV6;309000;0;77
862;1872;2021;Yrkesfordon;2;Renault;Kangoo;139800;1;33
863;1500;2024;SUV;4;Volkswagen;ID.4;509900;0;77
864;4086;2021;SUV;2;Kia;e-Niro;249000;0;64
865;0;2024;Yrkesfordon;2;Renault;Kangoo;459900;1;45
866;600;2025;SUV;4;Subaru;Solterra;529900;0;73
867;4270;2020;Halvkombi;2;BMW;i3;220000;0;42
868;2084;2024;SUV;4;Mercedes-Benz;EQE;779000;0;91
869;5180;2021;SUV;2;Kia;e-Niro;269900;0;64
870;7688;2021;Sedan;2;Tesla;Model 3;259900;1;55
871;5198;2022;SUV;4;Ford;Mustang;449900;0;91
872;4363;2021;SUV;4;Audi;E-tron;409900;1;87
873;8030;2022;SUV;4;Audi;E-tron;414900;1;87
874;3821;2022;Halvkombi;2;Peugeot;e-208;192900;0;50
875;3883;2023;Sedan;2;Tesla;Model 3;344900;0;60
876;5900;2022;Sedan;2;Polestar;2;306900;1;64
877;1963;2022;SUV;4;Volkswagen;ID.4;469900;1;77
878;727;2025;SUV;2;Mercedes-Benz;EQB;489000;0;71
879;1940;2024;SUV;4;BMW;iX1;509000;0;65
880;7678;2021;Sedan;4;Polestar;2;377900;1;78
881;1666;2024;Halvkombi;2;Volvo;EX30;349900;0;49
882;5750;2022;SUV;2;Volvo;XC40;339900;0;67
883;1165;2024;Halvkombi;2;Volvo;EX30;349900;0;49
884;5146;2021;SUV;4;Volvo;XC40;374900;0;79
885;3519;2023;SUV;4;Volvo;XC40;448800;1;79
